Area_log,Room,Parking,Warehouse,Elevator,Address,Price_log
4.804021044733257,3,True,True,True,Persian Gulf Martyrs Lake,11.709048590437858
4.948759890378168,3,True,True,True,Saadat Abad,13.155155142160918
4.844187086458591,2,True,True,True,East Ferdows Boulevard,12.119066704889404
6.111467339502679,2,True,True,False,Absard,11.849404844423074
6.2166061010848646,2,True,True,False,Absard,11.775297421715827
4.709530201312334,1,True,True,True,Pasdaran,12.301387370778713
4.983606621708336,3,True,True,True,Haft Tir,11.961882089252944
4.406719247264253,2,True,True,True,Shahrake Qods,10.203629181337648
4.174387269895637,2,True,True,True,Shahr-e-Ziba,11.202784127483124
4.727387818712341,2,True,True,True,Shahr-e-Ziba,11.717234107797333
5.262690188904886,3,True,True,True,Marzdaran,12.953552530537669
5.10594547390058,3,True,True,True,Marzdaran,12.716901259291694
4.912654885736052,3,True,True,True,Pasdaran,12.506180941677357
5.14166355650266,3,True,True,True,Mahallati,12.633519932090891
4.875197323201151,3,True,True,True,Mahallati,12.062977551872969
4.442651256490317,2,True,True,True,Shahran,11.638097402003213
4.418840607796598,2,True,True,True,Shahran,11.681269202289185
5.583496308781699,3,True,True,True,Farmanieh,13.410046954854977
4.110873864173311,1,True,True,True,Southern Janatabad,11.082157933374816
4.983606621708336,3,True,True,True,Pasdaran,13.155155142160918
4.189654742026425,1,False,True,True,Southern Janatabad,11.107475406748813
4.110873864173311,1,True,True,False,Southern Janatabad,11.23850177707664
4.1588830833596715,2,True,True,True,Southern Janatabad,11.107475406748813
4.2626798770413155,2,True,True,True,Southern Janatabad,11.082157933374816
4.532599493153256,2,True,True,True,Feiz Garden,11.775297421715827
4.59511985013459,2,True,True,True,Pasdaran,12.468440756144114
4.143134726391533,1,True,True,True,Southern Janatabad,11.23850177707664
4.189654742026425,1,True,True,True,Punak,11.479034292551027
4.51085950651685,2,True,True,True,Ozgol,12.0237571087181
4.0943445622221,2,True,True,True,Southern Janatabad,11.056182799192795
4.1588830833596715,2,True,True,True,Southern Janatabad,11.107475406748813
4.110873864173311,2,True,True,True,Southern Janatabad,11.202784127483124
4.2626798770413155,2,True,True,True,Southern Janatabad,11.330615868104754
4.110873864173311,1,True,True,True,Southern Janatabad,11.202784127483124
5.111987788356544,3,True,True,True,Pasdaran,12.765691290604371
4.912654885736052,2,True,True,True,Zaferanieh,13.276515765801555
4.189654742026425,1,True,True,True,Southern Janatabad,11.107475406748813
4.110873864173311,1,True,True,True,Southern Janatabad,11.225256725762893
4.110873864173311,1,True,True,True,Southern Janatabad,11.225256725762893
4.465908118654584,2,True,True,True,Southern Janatabad,11.695255355062795
4.700480365792417,2,True,True,True,Heravi,12.206077645517674
4.59511985013459,2,True,True,False,Narmak,11.458831726681712
4.394449154672439,2,True,True,True,Central Janatabad,11.552155793461898
4.969813299576001,3,True,True,True,Gheitarieh,12.595863315631247
4.564348191467836,2,True,True,True,Saadat Abad,11.929447024627711
4.465908118654584,2,True,True,True,Punak,11.722654077000726
5.081404364984463,3,True,True,True,Gheitarieh,12.716901259291694
5.303304908059076,3,True,True,True,Pasdaran,13.22251214144791
4.31748811353631,1,True,True,True,Punak,11.592977372601446
5.860786223465865,3,True,True,True,Zaferanieh,14.375126917328105
4.477336814478207,2,True,True,True,Northern Janatabad,11.681269202289185
4.418840607796598,2,True,True,True,West Ferdows Boulevard,11.652696102959753
4.02535169073515,1,True,True,True,Shahr-e-Ziba,11.326607934898927
5.003946305945459,3,True,True,True,Ekhtiarieh,12.54254845357358
4.02535169073515,1,True,False,True,Shahr-e-Ziba,11.117425489585882
4.61512051684126,2,True,True,False,Southern Janatabad,11.74932216405572
4.02535169073515,1,False,True,False,West Ferdows Boulevard,10.85258752639956
